image_id,split,instance_count,image_relative_path,label_relative_path
IMG0000319.jpg,train,1,images/train/IMG0000319.jpg,labels/train/IMG0000319.txt
IMG0000351.jpg,train,1,images/train/IMG0000351.jpg,labels/train/IMG0000351.txt
IMG0000352.jpg,train,1,images/train/IMG0000352.jpg,labels/train/IMG0000352.txt
IMG0000443.jpg,train,1,images/train/IMG0000443.jpg,labels/train/IMG0000443.txt
IMG0000453.jpg,train,1,images/train/IMG0000453.jpg,labels/train/IMG0000453.txt
IMG0000454.jpg,train,1,images/train/IMG0000454.jpg,labels/train/IMG0000454.txt
IMG0000455.jpg,train,1,images/train/IMG0000455.jpg,labels/train/IMG0000455.txt
IMG0000456.jpg,train,1,images/train/IMG0000456.jpg,labels/train/IMG0000456.txt
IMG0000466.jpg,train,2,images/train/IMG0000466.jpg,labels/train/IMG0000466.txt
IMG0000467.jpg,train,2,images/train/IMG0000467.jpg,labels/train/IMG0000467.txt
IMG0000468.jpg,train,2,images/train/IMG0000468.jpg,labels/train/IMG0000468.txt
IMG0000470.jpg,train,1,images/train/IMG0000470.jpg,labels/train/IMG0000470.txt
IMG0000471.jpg,train,1,images/train/IMG0000471.jpg,labels/train/IMG0000471.txt
IMG0000472.jpg,train,1,images/train/IMG0000472.jpg,labels/train/IMG0000472.txt
IMG0000479.jpg,train,2,images/train/IMG0000479.jpg,labels/train/IMG0000479.txt
IMG0000480.jpg,train,1,images/train/IMG0000480.jpg,labels/train/IMG0000480.txt
IMG0000599.jpg,train,1,images/train/IMG0000599.jpg,labels/train/IMG0000599.txt
IMG0000600.jpg,train,1,images/train/IMG0000600.jpg,labels/train/IMG0000600.txt
IMG0000671.jpg,train,2,images/train/IMG0000671.jpg,labels/train/IMG0000671.txt
IMG0000692.jpg,train,2,images/train/IMG0000692.jpg,labels/train/IMG0000692.txt
IMG0000702.jpg,train,1,images/train/IMG0000702.jpg,labels/train/IMG0000702.txt
IMG0000750.jpg,train,1,images/train/IMG0000750.jpg,labels/train/IMG0000750.txt
IMG0000751.jpg,train,1,images/train/IMG0000751.jpg,labels/train/IMG0000751.txt
IMG0000758.jpg,train,1,images/train/IMG0000758.jpg,labels/train/IMG0000758.txt
IMG0000762.jpg,train,1,images/train/IMG0000762.jpg,labels/train/IMG0000762.txt
IMG0000763.jpg,train,1,images/train/IMG0000763.jpg,labels/train/IMG0000763.txt
IMG0000776.jpg,train,1,images/train/IMG0000776.jpg,labels/train/IMG0000776.txt
IMG0000777.jpg,train,1,images/train/IMG0000777.jpg,labels/train/IMG0000777.txt
IMG0000801.jpg,train,1,images/train/IMG0000801.jpg,labels/train/IMG0000801.txt
IMG0000804.jpg,train,1,images/train/IMG0000804.jpg,labels/train/IMG0000804.txt
IMG0000805.jpg,train,1,images/train/IMG0000805.jpg,labels/train/IMG0000805.txt
IMG0000822.jpg,train,1,images/train/IMG0000822.jpg,labels/train/IMG0000822.txt
IMG0000844.jpg,train,1,images/train/IMG0000844.jpg,labels/train/IMG0000844.txt
IMG0000845.jpg,train,1,images/train/IMG0000845.jpg,labels/train/IMG0000845.txt
IMG0000851.jpg,train,2,images/train/IMG0000851.jpg,labels/train/IMG0000851.txt
IMG0000852.jpg,train,1,images/train/IMG0000852.jpg,labels/train/IMG0000852.txt
IMG0001007.jpg,train,1,images/train/IMG0001007.jpg,labels/train/IMG0001007.txt
IMG0001008.jpg,train,1,images/train/IMG0001008.jpg,labels/train/IMG0001008.txt
IMG0001025.jpg,train,1,images/train/IMG0001025.jpg,labels/train/IMG0001025.txt
IMG0001026.jpg,train,1,images/train/IMG0001026.jpg,labels/train/IMG0001026.txt
IMG0001041.jpg,train,1,images/train/IMG0001041.jpg,labels/train/IMG0001041.txt
IMG0001073.jpg,train,2,images/train/IMG0001073.jpg,labels/train/IMG0001073.txt
IMG0001123.jpg,train,2,images/train/IMG0001123.jpg,labels/train/IMG0001123.txt
IMG0001147.jpg,train,1,images/train/IMG0001147.jpg,labels/train/IMG0001147.txt
IMG0001148.jpg,train,1,images/train/IMG0001148.jpg,labels/train/IMG0001148.txt
IMG0001151.jpg,train,1,images/train/IMG0001151.jpg,labels/train/IMG0001151.txt
IMG0001152.jpg,train,1,images/train/IMG0001152.jpg,labels/train/IMG0001152.txt
IMG0001191.jpg,train,1,images/train/IMG0001191.jpg,labels/train/IMG0001191.txt
IMG0001192.jpg,train,1,images/train/IMG0001192.jpg,labels/train/IMG0001192.txt
IMG0001198.jpg,train,1,images/train/IMG0001198.jpg,labels/train/IMG0001198.txt
IMG0001199.jpg,train,1,images/train/IMG0001199.jpg,labels/train/IMG0001199.txt
IMG0001200.jpg,train,1,images/train/IMG0001200.jpg,labels/train/IMG0001200.txt
IMG0001236.jpg,train,2,images/train/IMG0001236.jpg,labels/train/IMG0001236.txt
IMG0001350.jpg,train,1,images/train/IMG0001350.jpg,labels/train/IMG0001350.txt
IMG0001351.jpg,train,1,images/train/IMG0001351.jpg,labels/train/IMG0001351.txt
IMG0001360.jpg,train,1,images/train/IMG0001360.jpg,labels/train/IMG0001360.txt
IMG0001361.jpg,train,1,images/train/IMG0001361.jpg,labels/train/IMG0001361.txt
IMG0001362.jpg,train,1,images/train/IMG0001362.jpg,labels/train/IMG0001362.txt
IMG0001363.jpg,train,1,images/train/IMG0001363.jpg,labels/train/IMG0001363.txt
IMG0001364.jpg,train,1,images/train/IMG0001364.jpg,labels/train/IMG0001364.txt
IMG0001365.jpg,train,1,images/train/IMG0001365.jpg,labels/train/IMG0001365.txt
IMG0001366.jpg,train,1,images/train/IMG0001366.jpg,labels/train/IMG0001366.txt
IMG0001367.jpg,train,1,images/train/IMG0001367.jpg,labels/train/IMG0001367.txt
IMG0001380.jpg,train,1,images/train/IMG0001380.jpg,labels/train/IMG0001380.txt
IMG0001381.jpg,train,1,images/train/IMG0001381.jpg,labels/train/IMG0001381.txt
IMG0001382.jpg,train,1,images/train/IMG0001382.jpg,labels/train/IMG0001382.txt
IMG0001391.jpg,train,1,images/train/IMG0001391.jpg,labels/train/IMG0001391.txt
IMG0001392.jpg,train,1,images/train/IMG0001392.jpg,labels/train/IMG0001392.txt
IMG0001410.jpg,train,2,images/train/IMG0001410.jpg,labels/train/IMG0001410.txt
IMG0001411.jpg,train,1,images/train/IMG0001411.jpg,labels/train/IMG0001411.txt
IMG0001428.jpg,train,2,images/train/IMG0001428.jpg,labels/train/IMG0001428.txt
IMG0001440.jpg,train,1,images/train/IMG0001440.jpg,labels/train/IMG0001440.txt
IMG0001441.jpg,train,1,images/train/IMG0001441.jpg,labels/train/IMG0001441.txt
IMG0001494.jpg,train,1,images/train/IMG0001494.jpg,labels/train/IMG0001494.txt
IMG0001495.jpg,train,1,images/train/IMG0001495.jpg,labels/train/IMG0001495.txt
IMG0001546.jpg,train,1,images/train/IMG0001546.jpg,labels/train/IMG0001546.txt
IMG0001570.jpg,train,1,images/train/IMG0001570.jpg,labels/train/IMG0001570.txt
IMG0001571.jpg,train,1,images/train/IMG0001571.jpg,labels/train/IMG0001571.txt
IMG0001572.jpg,train,1,images/train/IMG0001572.jpg,labels/train/IMG0001572.txt
IMG0001577.jpg,train,1,images/train/IMG0001577.jpg,labels/train/IMG0001577.txt
IMG0001578.jpg,train,1,images/train/IMG0001578.jpg,labels/train/IMG0001578.txt
IMG0001639.jpg,train,1,images/train/IMG0001639.jpg,labels/train/IMG0001639.txt
IMG0001640.jpg,train,1,images/train/IMG0001640.jpg,labels/train/IMG0001640.txt
IMG0001710.jpg,train,1,images/train/IMG0001710.jpg,labels/train/IMG0001710.txt
IMG0001730.jpg,train,2,images/train/IMG0001730.jpg,labels/train/IMG0001730.txt
IMG0001731.jpg,train,2,images/train/IMG0001731.jpg,labels/train/IMG0001731.txt
IMG0001738.jpg,train,1,images/train/IMG0001738.jpg,labels/train/IMG0001738.txt
IMG0001739.jpg,train,1,images/train/IMG0001739.jpg,labels/train/IMG0001739.txt
IMG0001760.jpg,train,2,images/train/IMG0001760.jpg,labels/train/IMG0001760.txt
IMG0001762.jpg,train,1,images/train/IMG0001762.jpg,labels/train/IMG0001762.txt
IMG0001763.jpg,train,1,images/train/IMG0001763.jpg,labels/train/IMG0001763.txt
IMG0001774.jpg,train,1,images/train/IMG0001774.jpg,labels/train/IMG0001774.txt
IMG0001780.jpg,train,2,images/train/IMG0001780.jpg,labels/train/IMG0001780.txt
IMG0001781.jpg,train,1,images/train/IMG0001781.jpg,labels/train/IMG0001781.txt
IMG0001805.jpg,train,1,images/train/IMG0001805.jpg,labels/train/IMG0001805.txt
IMG0001867.jpg,train,2,images/train/IMG0001867.jpg,labels/train/IMG0001867.txt
IMG0001868.jpg,train,1,images/train/IMG0001868.jpg,labels/train/IMG0001868.txt
IMG0001869.jpg,train,2,images/train/IMG0001869.jpg,labels/train/IMG0001869.txt
IMG0001870.jpg,train,1,images/train/IMG0001870.jpg,labels/train/IMG0001870.txt
IMG0001916.jpg,train,1,images/train/IMG0001916.jpg,labels/train/IMG0001916.txt
IMG0001933.jpg,train,1,images/train/IMG0001933.jpg,labels/train/IMG0001933.txt
IMG0001934.jpg,train,1,images/train/IMG0001934.jpg,labels/train/IMG0001934.txt
IMG0001938.jpg,train,1,images/train/IMG0001938.jpg,labels/train/IMG0001938.txt
IMG0001939.jpg,train,1,images/train/IMG0001939.jpg,labels/train/IMG0001939.txt
IMG0001948.jpg,train,1,images/train/IMG0001948.jpg,labels/train/IMG0001948.txt
IMG0001964.jpg,train,1,images/train/IMG0001964.jpg,labels/train/IMG0001964.txt
IMG0001965.jpg,train,1,images/train/IMG0001965.jpg,labels/train/IMG0001965.txt
IMG0001970.jpg,train,1,images/train/IMG0001970.jpg,labels/train/IMG0001970.txt
IMG0001971.jpg,train,1,images/train/IMG0001971.jpg,labels/train/IMG0001971.txt
IMG0001980.jpg,train,1,images/train/IMG0001980.jpg,labels/train/IMG0001980.txt
IMG0001981.jpg,train,1,images/train/IMG0001981.jpg,labels/train/IMG0001981.txt
IMG0002020.jpg,train,1,images/train/IMG0002020.jpg,labels/train/IMG0002020.txt
IMG0002021.jpg,train,1,images/train/IMG0002021.jpg,labels/train/IMG0002021.txt
IMG0002036.jpg,train,2,images/train/IMG0002036.jpg,labels/train/IMG0002036.txt
IMG0002037.jpg,train,2,images/train/IMG0002037.jpg,labels/train/IMG0002037.txt
IMG0002085.jpg,train,1,images/train/IMG0002085.jpg,labels/train/IMG0002085.txt
IMG0002086.jpg,train,2,images/train/IMG0002086.jpg,labels/train/IMG0002086.txt
IMG0002105.jpg,train,1,images/train/IMG0002105.jpg,labels/train/IMG0002105.txt
IMG0002106.jpg,train,1,images/train/IMG0002106.jpg,labels/train/IMG0002106.txt
IMG0002122.jpg,train,1,images/train/IMG0002122.jpg,labels/train/IMG0002122.txt
IMG0002123.jpg,train,1,images/train/IMG0002123.jpg,labels/train/IMG0002123.txt
IMG0002126.jpg,train,1,images/train/IMG0002126.jpg,labels/train/IMG0002126.txt
IMG0002127.jpg,train,1,images/train/IMG0002127.jpg,labels/train/IMG0002127.txt
IMG0002148.jpg,train,1,images/train/IMG0002148.jpg,labels/train/IMG0002148.txt
IMG0002180.jpg,train,1,images/train/IMG0002180.jpg,labels/train/IMG0002180.txt
IMG0002181.jpg,train,2,images/train/IMG0002181.jpg,labels/train/IMG0002181.txt
IMG0002208.jpg,train,2,images/train/IMG0002208.jpg,labels/train/IMG0002208.txt
IMG0002225.jpg,train,2,images/train/IMG0002225.jpg,labels/train/IMG0002225.txt
IMG0002265.jpg,train,2,images/train/IMG0002265.jpg,labels/train/IMG0002265.txt
IMG0002272.jpg,train,2,images/train/IMG0002272.jpg,labels/train/IMG0002272.txt
IMG0002274.jpg,train,2,images/train/IMG0002274.jpg,labels/train/IMG0002274.txt
IMG0002287.jpg,train,2,images/train/IMG0002287.jpg,labels/train/IMG0002287.txt
IMG0002298.jpg,train,2,images/train/IMG0002298.jpg,labels/train/IMG0002298.txt
IMG0002299.jpg,train,2,images/train/IMG0002299.jpg,labels/train/IMG0002299.txt
IMG0002300.jpg,train,2,images/train/IMG0002300.jpg,labels/train/IMG0002300.txt
IMG0002301.jpg,train,2,images/train/IMG0002301.jpg,labels/train/IMG0002301.txt
IMG0002302.jpg,train,1,images/train/IMG0002302.jpg,labels/train/IMG0002302.txt
IMG0002303.jpg,train,1,images/train/IMG0002303.jpg,labels/train/IMG0002303.txt
IMG0002304.jpg,train,1,images/train/IMG0002304.jpg,labels/train/IMG0002304.txt
IMG0002305.jpg,train,1,images/train/IMG0002305.jpg,labels/train/IMG0002305.txt
IMG0002306.jpg,train,1,images/train/IMG0002306.jpg,labels/train/IMG0002306.txt
IMG0002307.jpg,train,1,images/train/IMG0002307.jpg,labels/train/IMG0002307.txt
IMG0002308.jpg,train,1,images/train/IMG0002308.jpg,labels/train/IMG0002308.txt
IMG0002309.jpg,train,1,images/train/IMG0002309.jpg,labels/train/IMG0002309.txt
IMG0002310.jpg,train,1,images/train/IMG0002310.jpg,labels/train/IMG0002310.txt
IMG0002311.jpg,train,1,images/train/IMG0002311.jpg,labels/train/IMG0002311.txt
IMG0002312.jpg,train,1,images/train/IMG0002312.jpg,labels/train/IMG0002312.txt
IMG0002313.jpg,train,1,images/train/IMG0002313.jpg,labels/train/IMG0002313.txt
IMG0002314.jpg,train,1,images/train/IMG0002314.jpg,labels/train/IMG0002314.txt
IMG0002315.jpg,train,1,images/train/IMG0002315.jpg,labels/train/IMG0002315.txt
IMG0002316.jpg,train,1,images/train/IMG0002316.jpg,labels/train/IMG0002316.txt
IMG0002317.jpg,train,1,images/train/IMG0002317.jpg,labels/train/IMG0002317.txt
IMG0002318.jpg,train,2,images/train/IMG0002318.jpg,labels/train/IMG0002318.txt
IMG0002319.jpg,train,2,images/train/IMG0002319.jpg,labels/train/IMG0002319.txt
IMG0002320.jpg,train,1,images/train/IMG0002320.jpg,labels/train/IMG0002320.txt
IMG0002321.jpg,train,2,images/train/IMG0002321.jpg,labels/train/IMG0002321.txt
IMG0002322.jpg,train,1,images/train/IMG0002322.jpg,labels/train/IMG0002322.txt
IMG0002323.jpg,train,2,images/train/IMG0002323.jpg,labels/train/IMG0002323.txt
IMG0002324.jpg,train,1,images/train/IMG0002324.jpg,labels/train/IMG0002324.txt
IMG0002325.jpg,train,2,images/train/IMG0002325.jpg,labels/train/IMG0002325.txt
IMG0002326.jpg,train,1,images/train/IMG0002326.jpg,labels/train/IMG0002326.txt
IMG0002327.jpg,train,2,images/train/IMG0002327.jpg,labels/train/IMG0002327.txt
IMG0002328.jpg,train,2,images/train/IMG0002328.jpg,labels/train/IMG0002328.txt
IMG0002329.jpg,train,2,images/train/IMG0002329.jpg,labels/train/IMG0002329.txt
IMG0002330.jpg,train,1,images/train/IMG0002330.jpg,labels/train/IMG0002330.txt
IMG0002331.jpg,train,1,images/train/IMG0002331.jpg,labels/train/IMG0002331.txt
IMG0002332.jpg,train,1,images/train/IMG0002332.jpg,labels/train/IMG0002332.txt
IMG0002333.jpg,train,1,images/train/IMG0002333.jpg,labels/train/IMG0002333.txt
IMG0002334.jpg,train,1,images/train/IMG0002334.jpg,labels/train/IMG0002334.txt
IMG0002335.jpg,train,1,images/train/IMG0002335.jpg,labels/train/IMG0002335.txt
IMG0002336.jpg,train,1,images/train/IMG0002336.jpg,labels/train/IMG0002336.txt
IMG0002337.jpg,train,1,images/train/IMG0002337.jpg,labels/train/IMG0002337.txt
IMG0002338.jpg,train,1,images/train/IMG0002338.jpg,labels/train/IMG0002338.txt
IMG0002339.jpg,train,2,images/train/IMG0002339.jpg,labels/train/IMG0002339.txt
IMG0002340.jpg,train,1,images/train/IMG0002340.jpg,labels/train/IMG0002340.txt
IMG0002341.jpg,train,1,images/train/IMG0002341.jpg,labels/train/IMG0002341.txt
IMG0002342.jpg,train,1,images/train/IMG0002342.jpg,labels/train/IMG0002342.txt
IMG0002343.jpg,train,2,images/train/IMG0002343.jpg,labels/train/IMG0002343.txt
IMG0002344.jpg,train,3,images/train/IMG0002344.jpg,labels/train/IMG0002344.txt
IMG0002345.jpg,train,3,images/train/IMG0002345.jpg,labels/train/IMG0002345.txt
IMG0002346.jpg,train,1,images/train/IMG0002346.jpg,labels/train/IMG0002346.txt
IMG0002347.jpg,train,1,images/train/IMG0002347.jpg,labels/train/IMG0002347.txt
IMG0002348.jpg,train,1,images/train/IMG0002348.jpg,labels/train/IMG0002348.txt
IMG0002349.jpg,train,1,images/train/IMG0002349.jpg,labels/train/IMG0002349.txt
IMG0002350.jpg,train,1,images/train/IMG0002350.jpg,labels/train/IMG0002350.txt
IMG0002351.jpg,train,1,images/train/IMG0002351.jpg,labels/train/IMG0002351.txt
IMG0002352.jpg,train,1,images/train/IMG0002352.jpg,labels/train/IMG0002352.txt
IMG0002353.jpg,train,1,images/train/IMG0002353.jpg,labels/train/IMG0002353.txt
IMG0002354.jpg,train,1,images/train/IMG0002354.jpg,labels/train/IMG0002354.txt
IMG0002355.jpg,train,1,images/train/IMG0002355.jpg,labels/train/IMG0002355.txt
IMG0002356.jpg,train,1,images/train/IMG0002356.jpg,labels/train/IMG0002356.txt
IMG0002357.jpg,train,1,images/train/IMG0002357.jpg,labels/train/IMG0002357.txt
IMG0002358.jpg,train,1,images/train/IMG0002358.jpg,labels/train/IMG0002358.txt
IMG0002359.jpg,train,1,images/train/IMG0002359.jpg,labels/train/IMG0002359.txt
IMG0002360.jpg,train,1,images/train/IMG0002360.jpg,labels/train/IMG0002360.txt
IMG0002361.jpg,train,1,images/train/IMG0002361.jpg,labels/train/IMG0002361.txt
IMG0002362.jpg,train,1,images/train/IMG0002362.jpg,labels/train/IMG0002362.txt
IMG0002363.jpg,train,1,images/train/IMG0002363.jpg,labels/train/IMG0002363.txt
IMG0002364.jpg,train,1,images/train/IMG0002364.jpg,labels/train/IMG0002364.txt
IMG0002365.jpg,train,1,images/train/IMG0002365.jpg,labels/train/IMG0002365.txt
IMG0002366.jpg,train,1,images/train/IMG0002366.jpg,labels/train/IMG0002366.txt
IMG0002367.jpg,train,1,images/train/IMG0002367.jpg,labels/train/IMG0002367.txt
IMG0002368.jpg,train,1,images/train/IMG0002368.jpg,labels/train/IMG0002368.txt
IMG0002369.jpg,train,1,images/train/IMG0002369.jpg,labels/train/IMG0002369.txt
IMG0002370.jpg,train,1,images/train/IMG0002370.jpg,labels/train/IMG0002370.txt
IMG0002371.jpg,train,2,images/train/IMG0002371.jpg,labels/train/IMG0002371.txt
IMG0002372.jpg,train,1,images/train/IMG0002372.jpg,labels/train/IMG0002372.txt
IMG0002373.jpg,train,2,images/train/IMG0002373.jpg,labels/train/IMG0002373.txt
IMG0002374.jpg,train,1,images/train/IMG0002374.jpg,labels/train/IMG0002374.txt
IMG0002375.jpg,train,2,images/train/IMG0002375.jpg,labels/train/IMG0002375.txt
IMG0002376.jpg,train,1,images/train/IMG0002376.jpg,labels/train/IMG0002376.txt
IMG0002377.jpg,train,1,images/train/IMG0002377.jpg,labels/train/IMG0002377.txt
IMG0002378.jpg,train,2,images/train/IMG0002378.jpg,labels/train/IMG0002378.txt
IMG0002379.jpg,train,2,images/train/IMG0002379.jpg,labels/train/IMG0002379.txt
IMG0002380.jpg,train,2,images/train/IMG0002380.jpg,labels/train/IMG0002380.txt
IMG0002381.jpg,train,2,images/train/IMG0002381.jpg,labels/train/IMG0002381.txt
IMG0002382.jpg,train,3,images/train/IMG0002382.jpg,labels/train/IMG0002382.txt
IMG0002383.jpg,train,1,images/train/IMG0002383.jpg,labels/train/IMG0002383.txt
IMG0002384.jpg,train,2,images/train/IMG0002384.jpg,labels/train/IMG0002384.txt
IMG0002385.jpg,train,2,images/train/IMG0002385.jpg,labels/train/IMG0002385.txt
IMG0002386.jpg,train,1,images/train/IMG0002386.jpg,labels/train/IMG0002386.txt
IMG0002387.jpg,train,1,images/train/IMG0002387.jpg,labels/train/IMG0002387.txt
IMG0002388.jpg,train,2,images/train/IMG0002388.jpg,labels/train/IMG0002388.txt
IMG0002389.jpg,train,1,images/train/IMG0002389.jpg,labels/train/IMG0002389.txt
IMG0002390.jpg,train,1,images/train/IMG0002390.jpg,labels/train/IMG0002390.txt
IMG0002391.jpg,train,2,images/train/IMG0002391.jpg,labels/train/IMG0002391.txt
IMG0002392.jpg,train,2,images/train/IMG0002392.jpg,labels/train/IMG0002392.txt
IMG0002393.jpg,train,2,images/train/IMG0002393.jpg,labels/train/IMG0002393.txt
IMG0002394.jpg,train,2,images/train/IMG0002394.jpg,labels/train/IMG0002394.txt
IMG0002395.jpg,train,4,images/train/IMG0002395.jpg,labels/train/IMG0002395.txt
IMG0002396.jpg,train,1,images/train/IMG0002396.jpg,labels/train/IMG0002396.txt
IMG0002397.jpg,train,2,images/train/IMG0002397.jpg,labels/train/IMG0002397.txt
IMG0002398.jpg,train,2,images/train/IMG0002398.jpg,labels/train/IMG0002398.txt
IMG0002399.jpg,train,1,images/train/IMG0002399.jpg,labels/train/IMG0002399.txt
IMG0002400.jpg,train,1,images/train/IMG0002400.jpg,labels/train/IMG0002400.txt
IMG0002401.jpg,train,2,images/train/IMG0002401.jpg,labels/train/IMG0002401.txt
IMG0002402.jpg,train,2,images/train/IMG0002402.jpg,labels/train/IMG0002402.txt
IMG0002403.jpg,train,2,images/train/IMG0002403.jpg,labels/train/IMG0002403.txt
IMG0002404.jpg,train,2,images/train/IMG0002404.jpg,labels/train/IMG0002404.txt
IMG0002405.jpg,train,2,images/train/IMG0002405.jpg,labels/train/IMG0002405.txt
IMG0002406.jpg,train,1,images/train/IMG0002406.jpg,labels/train/IMG0002406.txt
IMG0002407.jpg,train,1,images/train/IMG0002407.jpg,labels/train/IMG0002407.txt
IMG0002408.jpg,train,1,images/train/IMG0002408.jpg,labels/train/IMG0002408.txt
IMG0002409.jpg,train,1,images/train/IMG0002409.jpg,labels/train/IMG0002409.txt
IMG0002410.jpg,train,2,images/train/IMG0002410.jpg,labels/train/IMG0002410.txt
IMG0002411.jpg,train,2,images/train/IMG0002411.jpg,labels/train/IMG0002411.txt
IMG0002412.jpg,train,2,images/train/IMG0002412.jpg,labels/train/IMG0002412.txt
IMG0002413.jpg,train,2,images/train/IMG0002413.jpg,labels/train/IMG0002413.txt
IMG0002414.jpg,train,2,images/train/IMG0002414.jpg,labels/train/IMG0002414.txt
IMG0002415.jpg,train,1,images/train/IMG0002415.jpg,labels/train/IMG0002415.txt
IMG0002416.jpg,train,1,images/train/IMG0002416.jpg,labels/train/IMG0002416.txt
IMG0002417.jpg,train,2,images/train/IMG0002417.jpg,labels/train/IMG0002417.txt
IMG0002418.jpg,train,2,images/train/IMG0002418.jpg,labels/train/IMG0002418.txt
IMG0002419.jpg,train,1,images/train/IMG0002419.jpg,labels/train/IMG0002419.txt
IMG0002420.jpg,train,1,images/train/IMG0002420.jpg,labels/train/IMG0002420.txt
IMG0002421.jpg,train,3,images/train/IMG0002421.jpg,labels/train/IMG0002421.txt
IMG0002422.jpg,train,4,images/train/IMG0002422.jpg,labels/train/IMG0002422.txt
IMG0002423.jpg,train,1,images/train/IMG0002423.jpg,labels/train/IMG0002423.txt
IMG0002424.jpg,train,2,images/train/IMG0002424.jpg,labels/train/IMG0002424.txt
IMG0002425.jpg,train,2,images/train/IMG0002425.jpg,labels/train/IMG0002425.txt
IMG0002426.jpg,train,1,images/train/IMG0002426.jpg,labels/train/IMG0002426.txt
IMG0002427.jpg,train,1,images/train/IMG0002427.jpg,labels/train/IMG0002427.txt
IMG0002428.jpg,train,1,images/train/IMG0002428.jpg,labels/train/IMG0002428.txt
IMG0002429.jpg,train,1,images/train/IMG0002429.jpg,labels/train/IMG0002429.txt
IMG0002430.jpg,train,1,images/train/IMG0002430.jpg,labels/train/IMG0002430.txt
IMG0002431.jpg,train,1,images/train/IMG0002431.jpg,labels/train/IMG0002431.txt
IMG0002432.jpg,train,2,images/train/IMG0002432.jpg,labels/train/IMG0002432.txt
IMG0002433.jpg,train,1,images/train/IMG0002433.jpg,labels/train/IMG0002433.txt
IMG0002434.jpg,train,1,images/train/IMG0002434.jpg,labels/train/IMG0002434.txt
IMG0002435.jpg,train,1,images/train/IMG0002435.jpg,labels/train/IMG0002435.txt
IMG0002436.jpg,train,1,images/train/IMG0002436.jpg,labels/train/IMG0002436.txt
IMG0002437.jpg,train,1,images/train/IMG0002437.jpg,labels/train/IMG0002437.txt
IMG0002438.jpg,train,1,images/train/IMG0002438.jpg,labels/train/IMG0002438.txt
IMG0002439.jpg,train,2,images/train/IMG0002439.jpg,labels/train/IMG0002439.txt
IMG0002440.jpg,train,2,images/train/IMG0002440.jpg,labels/train/IMG0002440.txt
IMG0002441.jpg,train,2,images/train/IMG0002441.jpg,labels/train/IMG0002441.txt
IMG0002442.jpg,train,1,images/train/IMG0002442.jpg,labels/train/IMG0002442.txt
IMG0002443.jpg,train,3,images/train/IMG0002443.jpg,labels/train/IMG0002443.txt
IMG0002444.jpg,train,2,images/train/IMG0002444.jpg,labels/train/IMG0002444.txt
IMG0002445.jpg,train,2,images/train/IMG0002445.jpg,labels/train/IMG0002445.txt
IMG0002446.jpg,train,3,images/train/IMG0002446.jpg,labels/train/IMG0002446.txt
IMG0002447.jpg,train,1,images/train/IMG0002447.jpg,labels/train/IMG0002447.txt
IMG0002448.jpg,train,1,images/train/IMG0002448.jpg,labels/train/IMG0002448.txt
IMG0002449.jpg,train,1,images/train/IMG0002449.jpg,labels/train/IMG0002449.txt
IMG0002450.jpg,train,1,images/train/IMG0002450.jpg,labels/train/IMG0002450.txt
IMG0002451.jpg,train,1,images/train/IMG0002451.jpg,labels/train/IMG0002451.txt
IMG0002452.jpg,train,1,images/train/IMG0002452.jpg,labels/train/IMG0002452.txt
IMG0002453.jpg,train,3,images/train/IMG0002453.jpg,labels/train/IMG0002453.txt
