image_id,split,instance_count,polygon_points
IMG0002330.jpg,train,1,9
IMG0002331.jpg,train,1,10
IMG0002332.jpg,train,1,8
IMG0002333.jpg,train,1,7
IMG0002334.jpg,train,1,11
IMG0002335.jpg,train,1,9
IMG0002336.jpg,train,1,12
IMG0002337.jpg,train,1,11
IMG0002338.jpg,train,1,12
IMG0002339.jpg,train,2,6;8
IMG0002340.jpg,train,1,10
IMG0002341.jpg,train,1,12
IMG0002342.jpg,train,1,7
IMG0002343.jpg,train,2,5;4
IMG0002344.jpg,train,3,4;5;5
IMG0002345.jpg,train,3,5;6;3
IMG0002346.jpg,train,1,5
IMG0002347.jpg,train,1,5
IMG0002348.jpg,train,1,5
IMG0002349.jpg,train,1,5
IMG0002350.jpg,train,1,8
IMG0002351.jpg,train,1,6
IMG0002352.jpg,train,1,6
IMG0002353.jpg,train,1,9
IMG0002354.jpg,train,1,8
IMG0002355.jpg,train,1,10
IMG0002356.jpg,train,1,9
IMG0002357.jpg,train,1,4
IMG0002358.jpg,train,1,5
IMG0002359.jpg,train,1,8
IMG0002360.jpg,train,1,6
IMG0002361.jpg,train,1,7
IMG0002362.jpg,train,1,7
IMG0002363.jpg,train,1,8
IMG0002364.jpg,train,1,7
IMG0002365.jpg,train,1,7
IMG0002366.jpg,train,1,12
IMG0002367.jpg,train,1,14
IMG0002368.jpg,train,1,13
IMG0002369.jpg,train,1,13
IMG0002370.jpg,train,1,12
IMG0002371.jpg,train,2,6;6
IMG0002372.jpg,train,1,7
IMG0002373.jpg,train,2,6;7
IMG0002374.jpg,train,1,6
IMG0002375.jpg,train,2,5;5
IMG0002376.jpg,train,1,5
IMG0002377.jpg,train,1,4
IMG0002378.jpg,train,2,4;6
IMG0002379.jpg,train,2,7;6
IMG0002380.jpg,train,2,5;5
IMG0002381.jpg,train,2,6;6
IMG0002382.jpg,train,3,4;4;4
IMG0002383.jpg,train,1,5
IMG0002384.jpg,train,2,6;7
IMG0002385.jpg,train,2,4;4
IMG0002386.jpg,train,1,4
IMG0002387.jpg,train,1,9
IMG0002388.jpg,train,2,12;12
IMG0002389.jpg,train,1,9
IMG0002390.jpg,train,1,9
IMG0002391.jpg,train,2,9;11
IMG0002392.jpg,train,2,5;4
IMG0002393.jpg,train,2,6;6
IMG0002394.jpg,train,2,6;5
IMG0002395.jpg,train,4,5;6;5;4
IMG0002396.jpg,train,1,7
IMG0002397.jpg,train,2,5;6
IMG0002398.jpg,train,2,9;5
IMG0002399.jpg,train,1,5
IMG0002400.jpg,train,1,8
IMG0002401.jpg,train,2,6;5
IMG0002402.jpg,train,2,6;6
IMG0002403.jpg,train,2,6;5
IMG0002404.jpg,train,2,9;4
IMG0002405.jpg,train,2,4;5
IMG0002406.jpg,train,1,5
IMG0002407.jpg,train,1,5
IMG0002408.jpg,train,1,7
IMG0002409.jpg,train,1,6
IMG0002410.jpg,train,2,8;8
IMG0002411.jpg,train,2,9;8
IMG0002412.jpg,train,2,7;9
IMG0002413.jpg,train,2,5;6
IMG0002414.jpg,train,2,4;7
IMG0002415.jpg,train,1,5
IMG0002416.jpg,train,1,6
IMG0002417.jpg,train,2,5;8
IMG0002418.jpg,train,2,5;6
IMG0002419.jpg,train,1,7
IMG0002420.jpg,train,1,9
IMG0002421.jpg,train,3,6;4;6
IMG0002422.jpg,train,4,5;6;6;6
IMG0002423.jpg,train,1,6
IMG0002424.jpg,train,2,5;6
IMG0002425.jpg,train,2,4;4
IMG0002426.jpg,train,1,6
IMG0002427.jpg,train,1,4
IMG0002428.jpg,train,1,10
IMG0002429.jpg,train,1,9
IMG0002430.jpg,train,1,4
IMG0002431.jpg,train,1,4
IMG0002432.jpg,train,2,5;5
IMG0002433.jpg,train,1,4
IMG0002434.jpg,train,1,9
IMG0002435.jpg,train,1,4
IMG0002436.jpg,train,1,4
IMG0002437.jpg,train,1,5
IMG0002438.jpg,train,1,7
IMG0002439.jpg,train,2,7;4
IMG0002440.jpg,train,2,4;6
IMG0002441.jpg,train,2,5;5
IMG0002442.jpg,train,1,8
IMG0002443.jpg,train,3,5;8;4
IMG0002444.jpg,train,2,12;5
IMG0002445.jpg,train,2,5;6
IMG0002446.jpg,train,3,4;4;4
IMG0002447.jpg,train,1,8
IMG0002448.jpg,train,1,11
IMG0002449.jpg,train,1,6
IMG0002450.jpg,train,1,5
IMG0002451.jpg,train,1,4
IMG0002452.jpg,train,1,6
IMG0002453.jpg,train,3,7;7;8
IMG0002454.jpg,train,2,12;7
IMG0002455.jpg,train,1,10
IMG0002456.jpg,train,1,6
IMG0002457.jpg,train,1,6
IMG0002458.jpg,train,3,6;8;8
IMG0002459.jpg,train,1,15
IMG0002460.jpg,train,1,6
IMG0002461.jpg,train,1,7
IMG0002462.jpg,train,1,6
IMG0002463.jpg,train,2,5;6
IMG0002464.jpg,train,1,5
IMG0002465.jpg,train,1,5
IMG0002466.jpg,train,1,6
IMG0002467.jpg,train,2,7;4
IMG0002468.jpg,train,1,5
IMG0002469.jpg,train,1,7
IMG0002470.jpg,train,1,5
IMG0002471.jpg,train,3,4;7;5
IMG0002472.jpg,train,1,9
IMG0002473.jpg,train,2,5;8
IMG0002474.jpg,train,3,6;6;5
IMG0002475.jpg,train,2,9;4
IMG0002476.jpg,train,2,8;6
IMG0002477.jpg,train,1,13
IMG0002478.jpg,train,1,6
IMG0002479.jpg,train,1,5
IMG0002480.jpg,train,1,6
IMG0002481.jpg,train,1,5
IMG0002482.jpg,train,1,6
IMG0002483.jpg,train,2,4;5
IMG0002484.jpg,train,2,5;4
IMG0002485.jpg,train,1,4
IMG0002486.jpg,train,2,7;5
IMG0002487.jpg,train,1,5
IMG0002488.jpg,train,1,4
IMG0002489.jpg,train,1,10
IMG0002490.jpg,train,1,15
IMG0002491.jpg,train,1,4
IMG0002492.jpg,train,1,6
IMG0002493.jpg,train,1,8
IMG0002494.jpg,train,1,6
IMG0002495.jpg,train,1,4
IMG0002496.jpg,train,1,5
IMG0002497.jpg,train,1,4
IMG0002498.jpg,train,1,6
IMG0002499.jpg,train,1,6
IMG0002500.jpg,train,1,5
IMG0002501.jpg,train,1,6
IMG0002502.jpg,train,1,5
IMG0002503.jpg,train,1,9
IMG0002504.jpg,train,1,7
IMG0002505.jpg,train,2,6;5
IMG0002506.jpg,train,2,6;8
IMG0002507.jpg,train,1,9
IMG0002508.jpg,train,4,6;6;4;4
IMG0002509.jpg,train,1,8
IMG0002510.jpg,train,1,9
IMG0002511.jpg,train,1,8
IMG0002512.jpg,train,1,5
IMG0002513.jpg,train,2,5;5
IMG0002514.jpg,train,2,7;4
IMG0002515.jpg,train,1,8
IMG0002516.jpg,train,1,7
IMG0002517.jpg,train,1,7
IMG0002518.jpg,train,1,8
IMG0002519.jpg,train,1,9
IMG0002520.jpg,train,2,11;5
IMG0002521.jpg,train,2,7;8
IMG0002522.jpg,train,1,10
IMG0002523.jpg,train,2,7;7
IMG0002524.jpg,train,2,4;6
IMG0002525.jpg,train,1,9
IMG0002526.jpg,train,3,5;6;7
IMG0002527.jpg,train,1,7
IMG0002528.jpg,train,1,7
IMG0002529.jpg,train,1,7
IMG0002530.jpg,train,1,7
IMG0002531.jpg,train,1,6
IMG0002532.jpg,train,1,5
IMG0002533.jpg,train,1,5
IMG0002534.jpg,train,1,7
IMG0002535.jpg,train,1,5
IMG0002536.jpg,train,1,6
IMG0002537.jpg,train,3,6;7;13
IMG0002538.jpg,train,1,4
IMG0002539.jpg,train,1,5
IMG0002540.jpg,train,1,9
IMG0002541.jpg,train,1,6
IMG0002542.jpg,train,1,8
IMG0002543.jpg,train,1,8
IMG0002544.jpg,train,1,8
IMG0002545.jpg,train,1,9
IMG0002546.jpg,train,1,5
IMG0002547.jpg,train,1,5
IMG0002548.jpg,train,1,6
IMG0002549.jpg,train,1,11
IMG0002550.jpg,train,1,12
IMG0002551.jpg,train,2,6;6
IMG0002552.jpg,train,1,5
IMG0002553.jpg,train,1,7
IMG0002556.jpg,train,1,6
IMG0002557.jpg,train,1,4
IMG0002558.jpg,train,1,5
IMG0002559.jpg,train,1,7
IMG0002560.jpg,train,4,5;4;6;5
IMG0002561.jpg,train,2,6;4
IMG0002562.jpg,train,2,6;4
IMG0002563.jpg,train,2,5;4
IMG0002564.jpg,train,2,6;5
IMG0002565.jpg,train,2,10;7
IMG0002566.jpg,train,2,9;8
IMG0002567.jpg,train,3,5;4;4
IMG0002568.jpg,train,2,5;5
IMG0002569.jpg,train,2,6;5
IMG0002570.jpg,train,4,8;5;10;4
IMG0002571.jpg,train,3,4;7;4
IMG0002572.jpg,train,5,6;5;5;6;6
IMG0002573.jpg,train,2,5;6
IMG0002574.jpg,train,2,4;4
IMG0002575.jpg,train,2,5;4
IMG0002576.jpg,train,2,7;9
IMG0002577.jpg,train,2,8;9
IMG0002578.jpg,train,2,7;9
IMG0002579.jpg,train,1,10
IMG0002580.jpg,train,1,9
IMG0002581.jpg,train,2,8;6
IMG0002582.jpg,train,1,5
IMG0002583.jpg,train,1,5
IMG0002584.jpg,train,1,6
IMG0002585.jpg,train,2,9;8
IMG0002586.jpg,train,1,11
IMG0002587.jpg,train,2,5;5
IMG0002588.jpg,train,2,8;7
IMG0002589.jpg,train,4,6;5;6;4
IMG0002590.jpg,train,2,8;7
IMG0002591.jpg,train,4,11;9;5;6
IMG0002592.jpg,train,2,5;6
IMG0002593.jpg,train,3,9;5;12
IMG0002594.jpg,train,1,5
IMG0002595.jpg,train,2,11;4
IMG0002596.jpg,train,2,10;4
IMG0002597.jpg,train,1,6
IMG0002598.jpg,train,2,7;5
IMG0002599.jpg,train,2,4;6
IMG0002600.jpg,train,1,8
IMG0002601.jpg,train,1,8
IMG0002602.jpg,train,1,4
IMG0002603.jpg,train,1,4
IMG0002604.jpg,train,1,5
IMG0002605.jpg,train,1,6
IMG0002606.jpg,train,1,5
IMG0002607.jpg,train,1,6
IMG0002608.jpg,train,1,6
IMG0002609.jpg,train,2,5;7
IMG0002610.jpg,train,1,6
IMG0002611.jpg,train,1,5
IMG0002612.jpg,train,1,4
IMG0002613.jpg,train,2,5;4
IMG0002614.jpg,train,1,10
IMG0002615.jpg,train,1,5
IMG0002617.jpg,train,1,6
IMG0002619.jpg,train,1,8
IMG0002620.jpg,train,1,7
IMG0002621.jpg,train,1,6
IMG0002622.jpg,train,1,5
IMG0002627.jpg,train,1,7
IMG0002628.jpg,train,1,6
IMG0002646.jpg,train,1,8
IMG0002647.jpg,train,1,10
IMG0002650.jpg,train,1,7
IMG0002651.jpg,train,1,7
IMG0002652.jpg,train,1,9
IMG0002653.jpg,train,1,12
IMG0002664.jpg,train,1,6
IMG0002668.jpg,train,1,6
IMG0002701.jpg,train,1,14
IMG0002704.jpg,train,1,5
IMG0002705.jpg,train,1,4
IMG0002731.jpg,train,1,7
IMG0002732.jpg,train,1,6
IMG0002737.jpg,train,1,7
IMG0002738.jpg,train,1,6
IMG0002745.jpg,train,2,5;5
IMG0002746.jpg,train,2,7;6
IMG0002749.jpg,train,1,7
IMG0002750.jpg,train,1,8
IMG0002768.jpg,train,1,14
IMG0002790.jpg,train,3,5;5;5
IMG0002791.jpg,train,1,4
IMG0002809.jpg,train,1,8
IMG0002810.jpg,train,1,5
IMG0002831.jpg,train,2,6;5
IMG0002832.jpg,train,1,4
IMG0002833.jpg,train,1,6
IMG0002834.jpg,train,1,6
IMG0002840.jpg,train,1,6
IMG0002846.jpg,train,1,7
IMG0002847.jpg,train,1,5
IMG0002848.jpg,train,1,7
IMG0002849.jpg,train,1,6
IMG0002885.jpg,train,1,7
IMG0002886.jpg,train,1,8
IMG0002904.jpg,train,1,7
IMG0002905.jpg,train,1,6
IMG0002934.jpg,train,1,6
IMG0002935.jpg,train,1,6
IMG0002945.jpg,train,1,5
IMG0002946.jpg,train,1,4
IMG0002970.jpg,train,1,5
IMG0002971.jpg,train,1,8
IMG0002979.jpg,train,1,4
IMG0002980.jpg,train,1,4
IMG0002987.jpg,train,1,6
IMG0002998.jpg,train,1,4
IMG0002999.jpg,train,1,5
IMG0003000.jpg,train,1,4
IMG0003001.jpg,train,1,4
IMG0003020.jpg,train,1,6
IMG0003021.jpg,train,1,5
IMG0003034.jpg,train,1,5
IMG0003035.jpg,train,1,4
IMG0003070.jpg,train,1,4
IMG0003077.jpg,train,1,5
IMG0003093.jpg,train,2,5;4
IMG0003094.jpg,train,1,5
IMG0003101.jpg,train,1,7
IMG0003102.jpg,train,1,6
IMG0003111.jpg,train,1,7
IMG0003112.jpg,train,1,5
IMG0003121.jpg,train,1,4
IMG0003130.jpg,train,1,6
IMG0003131.jpg,train,1,4
IMG0003132.jpg,train,1,5
IMG0003146.jpg,train,1,6
IMG0003147.jpg,train,1,7
IMG0003157.jpg,train,1,5
IMG0003164.jpg,train,1,4
IMG0003165.jpg,train,1,5
IMG0003171.jpg,train,1,5
IMG0003172.jpg,train,1,5
IMG0003182.jpg,train,1,16
IMG0003183.jpg,train,1,17
IMG0003184.jpg,train,1,5
IMG0003199.jpg,train,2,5;5
IMG0003200.jpg,train,1,5
IMG0003201.jpg,train,1,8
IMG0003213.jpg,train,1,4
IMG0003214.jpg,train,1,5
IMG0003217.jpg,train,1,7
IMG0003218.jpg,train,1,7
IMG0003219.jpg,train,2,5;7
IMG0003220.jpg,train,2,4;5
IMG0003233.jpg,train,1,8
IMG0003234.jpg,train,1,5
IMG0003254.jpg,train,1,5
IMG0003255.jpg,train,1,5
IMG0003264.jpg,train,1,6
IMG0003265.jpg,train,1,6
IMG0003266.jpg,train,1,5
IMG0003267.jpg,train,1,6
IMG0003279.jpg,train,1,6
IMG0003280.jpg,train,1,4
IMG0003293.jpg,train,1,5
IMG0003294.jpg,train,1,7
IMG0003733.jpg,val,1,6
IMG0003734.jpg,val,1,5
IMG0003766.jpg,val,1,8
IMG0003767.jpg,val,2,4;11
IMG0003770.jpg,val,1,4
IMG0003771.jpg,val,1,4
IMG0003774.jpg,val,1,5
IMG0003785.jpg,val,2,7;7
IMG0003786.jpg,val,1,6
IMG0003797.jpg,val,1,6
IMG0003798.jpg,val,1,5
IMG0003803.jpg,val,1,4
IMG0003810.jpg,val,1,5
IMG0003812.jpg,val,1,5
IMG0003813.jpg,val,1,5
IMG0003819.jpg,val,1,5
IMG0003820.jpg,val,1,5
IMG0003821.jpg,val,1,6
IMG0003843.jpg,val,1,5
IMG0003844.jpg,val,1,7
IMG0003847.jpg,val,1,5
IMG0003848.jpg,val,1,5
IMG0003851.jpg,val,1,5
IMG0003852.jpg,val,1,5
IMG0003870.jpg,val,1,7
IMG0003871.jpg,val,1,5
IMG0003892.jpg,val,1,6
IMG0003893.jpg,val,1,7
IMG0003905.jpg,val,2,5;7
IMG0003906.jpg,val,2,5;6
IMG0003924.jpg,val,1,13
IMG0003925.jpg,val,1,15
IMG0003926.jpg,val,1,5
IMG0003927.jpg,val,1,7
IMG0003932.jpg,val,1,6
IMG0003942.jpg,val,1,6
IMG0003943.jpg,val,1,6
IMG0003952.jpg,val,1,4
IMG0003953.jpg,val,1,6
IMG0003954.jpg,val,1,6
IMG0003955.jpg,val,1,6
IMG0004007.jpg,val,1,6
IMG0004008.jpg,val,1,5
IMG0004009.jpg,val,2,7;7
IMG0004010.jpg,val,2,6;6
IMG0004042.jpg,val,1,4
IMG0004043.jpg,val,2,4;5
IMG0004044.jpg,val,1,4
IMG0004045.jpg,val,1,4
IMG0004061.jpg,val,1,4
IMG0004067.jpg,val,1,7
IMG0004068.jpg,val,1,9
IMG0004071.jpg,val,1,4
IMG0004072.jpg,val,2,3;4
IMG0004113.jpg,val,1,5
IMG0004114.jpg,val,1,5
IMG0004116.jpg,val,1,5
IMG0004117.jpg,val,1,4
IMG0004150.jpg,val,1,4
IMG0004151.jpg,val,2,6;5
IMG0004187.jpg,val,1,5
IMG0004206.jpg,val,1,6
IMG0004207.jpg,val,1,6
IMG0004208.jpg,val,1,5
IMG0004209.jpg,val,1,9
IMG0004217.jpg,val,1,6
IMG0004232.jpg,val,1,5
IMG0004233.jpg,val,1,4
IMG0004262.jpg,val,1,4
IMG0004266.jpg,val,1,4
IMG0004267.jpg,val,1,4
IMG0004320.jpg,val,1,5
IMG0004333.jpg,val,1,7
IMG0004334.jpg,val,1,8
IMG0004337.jpg,val,1,7
IMG0004349.jpg,val,1,6
IMG0004356.jpg,val,1,6
IMG0004369.jpg,val,1,6
IMG0004370.jpg,val,1,4
IMG0004374.jpg,val,1,4
IMG0004375.jpg,val,1,6
IMG0004376.jpg,val,1,4
IMG0003297.jpg,test,1,5
IMG0003298.jpg,test,1,4
IMG0003301.jpg,test,1,4
IMG0003308.jpg,test,1,10
IMG0003309.jpg,test,1,11
IMG0003310.jpg,test,1,5
IMG0003311.jpg,test,1,6
IMG0003312.jpg,test,1,5
IMG0003313.jpg,test,1,4
IMG0003331.jpg,test,1,5
IMG0003332.jpg,test,1,5
IMG0003338.jpg,test,2,4;6
IMG0003339.jpg,test,1,4
IMG0003341.jpg,test,2,9;11
IMG0003342.jpg,test,1,9
IMG0003373.jpg,test,2,5;4
IMG0003374.jpg,test,1,6
IMG0003375.jpg,test,1,6
IMG0003376.jpg,test,1,6
IMG0003381.jpg,test,1,6
IMG0003382.jpg,test,1,7
IMG0003383.jpg,test,1,6
IMG0003394.jpg,test,2,5;6
IMG0003395.jpg,test,2,5;4
IMG0003396.jpg,test,1,8
IMG0003397.jpg,test,1,8
IMG0003398.jpg,test,1,6
IMG0003399.jpg,test,1,5
IMG0003419.jpg,test,1,8
IMG0003420.jpg,test,1,6
IMG0003458.jpg,test,1,7
IMG0003459.jpg,test,1,9
IMG0003466.jpg,test,1,6
IMG0003467.jpg,test,1,6
IMG0003477.jpg,test,1,5
IMG0003509.jpg,test,1,5
IMG0003510.jpg,test,1,4
IMG0003519.jpg,test,1,5
IMG0003520.jpg,test,1,6
IMG0003523.jpg,test,1,6
IMG0003524.jpg,test,1,4
IMG0003545.jpg,test,1,5
IMG0003564.jpg,test,1,5
IMG0003565.jpg,test,1,5
IMG0003569.jpg,test,1,6
IMG0003586.jpg,test,2,6;6
IMG0003587.jpg,test,1,6
IMG0003588.jpg,test,1,7
IMG0003589.jpg,test,1,7
IMG0003619.jpg,test,1,4
IMG0003620.jpg,test,1,5
IMG0003625.jpg,test,1,6
IMG0003626.jpg,test,1,6
IMG0003628.jpg,test,1,4
IMG0003653.jpg,test,1,5
IMG0003654.jpg,test,1,8
IMG0003671.jpg,test,1,4
IMG0003685.jpg,test,1,5
IMG0003686.jpg,test,1,6
IMG0003703.jpg,test,1,6
IMG0003704.jpg,test,1,5
IMG0003712.jpg,test,1,4
IMG0003713.jpg,test,1,5
