image_id,reason,exact_group,near_group,fractured,fracture_count,pixel_md5
IMG0003308.jpg,near_duplicate_group_with_label_conflict,,NEAR013,1,1,fe3617e8d03279cc53253efe98199b0b
IMG0003665.jpg,near_duplicate_group_with_label_conflict,,NEAR027,0,0,3fb62f39f14940cf192a69d2de143e1c
IMG0004028.jpg,near_duplicate_group_with_label_conflict,,NEAR031,0,0,69fec3791677510ccccbeea6f05631db
IMG0004059.jpg,exact_pixel_duplicate_of_IMG0002669.jpg,PX022,,0,0,4767540fb54fd0bd35a19b93b4ecc3bb
IMG0004060.jpg,exact_pixel_duplicate_of_IMG0002667.jpg,PX018,,0,0,30f1de6f64fded63f9d16aa57e7dd24d
IMG0004062.jpg,exact_pixel_duplicate_of_IMG0002662.jpg,PX056,,0,0,bd8712d6f6385354690aba8d45e30bde
IMG0004065.jpg,exact_pixel_duplicate_of_IMG0002659.jpg,PX036,,0,0,78fca71a57a9101b132f7d738f00908e
IMG0004075.jpg,exact_pixel_duplicate_of_IMG0002640.jpg,PX067,,0,0,d5b9776c81c0a28d334cc1da02561c15
IMG0004081.jpg,exact_pixel_duplicate_of_IMG0002626.jpg,PX025,,0,0,53c9471de1dbcb6ec23f932d7a66a718
IMG0004087.jpg,exact_pixel_duplicate_of_IMG0002709.jpg,PX048,,0,0,9bda8001494bdfa22217484d6c75b545
IMG0004094.jpg,exact_pixel_duplicate_of_IMG0002696.jpg,PX013,,0,0,26235eb5392230e9d753641cec951b35
IMG0004096.jpg,exact_pixel_duplicate_of_IMG0002694.jpg,PX059,,0,0,bf1a64ef5110edff1e01f107c507f37e
IMG0004097.jpg,exact_pixel_duplicate_of_IMG0002693.jpg,PX041,,0,0,883a168f0502cf0a970d03616ea2086a
IMG0004105.jpg,exact_pixel_duplicate_of_IMG0002682.jpg,PX034,,0,0,6ab2d30dfa404ba4f31a6ac208209161
IMG0004106.jpg,exact_pixel_duplicate_of_IMG0002683.jpg,PX075,,0,0,e4f2822f0b729321f0e9ad8543609b89
IMG0004107.jpg,exact_pixel_duplicate_of_IMG0002680.jpg,PX021,,0,0,418fed5851e503d87f45d3c37a63189b
IMG0004108.jpg,exact_pixel_duplicate_of_IMG0002676.jpg,PX010,,0,0,1ebbb10bf9077f653f185e90b5d22560
IMG0004112.jpg,exact_pixel_duplicate_of_IMG0002752.jpg,PX017,,0,0,30ab1d216ae61be95527ec8125556c25
IMG0004114.jpg,exact_pixel_duplicate_of_IMG0002750.jpg,PX073,,1,1,e0d7b8b73bc1baf69cc763abc7761636
IMG0004116.jpg,exact_pixel_duplicate_of_IMG0002745.jpg,PX072,,1,1,ddf680741828560f32f54eaf61fdd142
IMG0004118.jpg,exact_pixel_duplicate_of_IMG0002741.jpg,PX031,,0,0,61758ab3d32c7e6dbdd3fb91cc6b6a4e
IMG0004121.jpg,near_duplicate_group_with_label_conflict,,NEAR042,0,0,33e6d5dc5c678661c81944b286893130
IMG0004138.jpg,exact_pixel_duplicate_of_IMG0002808.jpg,PX011,,0,0,22025d66c0c78994700f9de340d41be3
IMG0004146.jpg,exact_pixel_duplicate_of_IMG0002796.jpg,PX037,,0,0,7e04e1690d3f5b0d22de5977fe73cc92
IMG0004151.jpg,exact_pixel_duplicate_of_IMG0002790.jpg,PX077,,1,2,ea325550d02abec38de28b2d05af7e8f
IMG0004160.jpg,exact_pixel_duplicate_of_IMG0002779.jpg,PX062,,0,0,c57723b554a89c82a1c1a823640b7d4f
IMG0004161.jpg,exact_pixel_duplicate_of_IMG0002777.jpg,PX078,,0,0,ee3910a1e459e8f88cffefac507d7e42
IMG0004164.jpg,exact_pixel_duplicate_of_IMG0002773.jpg,PX028,,0,0,564363dd90693d438b6bdbb639402a68
IMG0004167.jpg,exact_pixel_duplicate_of_IMG0002770.jpg,PX071,,0,0,dce48b4a00020469592274df5e4c7fae
IMG0004168.jpg,exact_pixel_duplicate_of_IMG0002767.jpg,PX068,,0,0,d6d98f8837dd19ad735a549594898950
IMG0004172.jpg,exact_pixel_duplicate_of_IMG0002762.jpg,PX006,,0,0,1177d9fddca6fc3c4949fa10495378bd
IMG0004176.jpg,exact_pixel_duplicate_of_IMG0002830.jpg,PX035,,0,0,6c03c272f7072592ff0eec3cf96650c9
IMG0004178.jpg,exact_pixel_duplicate_of_IMG0002828.jpg,PX033,,0,0,6a546b50615f141d837a73c6b4cfa262
IMG0004179.jpg,exact_pixel_duplicate_of_IMG0002825.jpg,PX024,,0,0,4f4ff03aeca0d6d76eb74ab6e59e51f2
IMG0004182.jpg,exact_pixel_duplicate_of_IMG0002822.jpg,PX045,,0,0,93a33b8298d900761a3bef2f057697bd
IMG0004185.jpg,exact_pixel_duplicate_of_IMG0002816.jpg,PX015,,0,0,2ba88d3b30b21fc604af67c28a21cfe4
IMG0004188.jpg,exact_pixel_duplicate_of_IMG0002875.jpg,PX064,,0,0,c8adb47913f77fdf7152279b7fa8af04
IMG0004193.jpg,exact_pixel_duplicate_of_IMG0002868.jpg,PX069,,0,0,d93491a8dc6044ee014b2bce3c7d81fe
IMG0004195.jpg,exact_pixel_duplicate_of_IMG0002866.jpg,PX019,,0,0,33c4ce77634202f2a8addd57636bba88
IMG0004201.jpg,exact_pixel_duplicate_of_IMG0002858.jpg,PX076,,0,0,e7e01f41f94d8393cce1f99835ee3da4
IMG0004207.jpg,exact_pixel_duplicate_of_IMG0002849.jpg,PX055,,1,1,b805a79a34c8be8de26d3139799cdaaa
IMG0004208.jpg,exact_pixel_duplicate_of_IMG0002847.jpg,PX049,,1,1,9dca8ba7e1d2f829449e793ca192fe3c
IMG0004214.jpg,exact_pixel_duplicate_of_IMG0002836.jpg,PX061,,0,0,c38119dee47a8f2f5eb631d4c155849b
IMG0004223.jpg,exact_pixel_duplicate_of_IMG0002922.jpg,PX043,,0,0,8b26be5893c6f20f576c96830a93ff8d
IMG0004225.jpg,exact_pixel_duplicate_of_IMG0002919.jpg,PX027,,0,0,55b92d783015eb9adb2410479a59d4cf
IMG0004233.jpg,exact_pixel_duplicate_of_IMG0002905.jpg,PX060,,1,1,c101fccbd26ba3f846ea2211b455061e
IMG0004236.jpg,exact_pixel_duplicate_of_IMG0002897.jpg,PX054,,0,0,b36c7129bac21b707e6ff2e8a7a206a2
IMG0004241.jpg,exact_pixel_duplicate_of_IMG0002890.jpg,PX030,,0,0,5d2fb8815a8f8407423a50852c55f1b4
IMG0004243.jpg,exact_pixel_duplicate_with_label_conflict,PX047,,0,0,9aa24de45a0c8fd984205907078182b9
IMG0004244.jpg,exact_pixel_duplicate_of_IMG0002883.jpg,PX058,,0,0,bf065289f7cfcb663a4b48fed8cd2784
IMG0004245.jpg,exact_pixel_duplicate_of_IMG0002882.jpg,PX066,,0,0,d0b6e5f400503c565c040f94146e4ce8
IMG0004260.jpg,exact_pixel_duplicate_of_IMG0002956.jpg,PX029,,0,0,56e41e48a2c42061929c09404f45eed6
IMG0004262.jpg,near_duplicate_group_with_label_conflict,,NEAR066,1,1,7ff2144816fbeb64afbeea21f5c0136b
IMG0004264.jpg,exact_pixel_duplicate_of_IMG0002947.jpg,PX026,,0,0,5584b0f0111facc23bdfcf3119a3deab
IMG0004265.jpg,exact_pixel_duplicate_of_IMG0002948.jpg,PX063,,0,0,c67657d40000ea8d599b44aecfab31a2
IMG0004267.jpg,exact_pixel_duplicate_of_IMG0002946.jpg,PX074,,1,1,e165fe515dbeba4f5bd52c25a38b152d
IMG0004270.jpg,exact_pixel_duplicate_of_IMG0002940.jpg,PX053,,0,0,ae506175b9b10446ededfa19c0f6402c
IMG0004274.jpg,exact_pixel_duplicate_of_IMG0003012.jpg,PX051,,0,0,a469f86601f55ba316dcd3525967458e
IMG0004277.jpg,exact_pixel_duplicate_of_IMG0003002.jpg,PX079,,0,0,f93538b03603deed9cee0f5f018cff27
IMG0004280.jpg,exact_pixel_duplicate_with_label_conflict,PX065,,0,0,cca10ce01018816b6c3e992197c873bd
IMG0004284.jpg,exact_pixel_duplicate_of_IMG0002994.jpg,PX005,,0,0,0ff07f1cf209e5ac3054c1648b9f1830
IMG0004286.jpg,near_duplicate_group_with_label_conflict,,NEAR072,0,0,c8e57d0553dc3a2767155993ecd9987b
IMG0004287.jpg,exact_pixel_duplicate_of_IMG0002988.jpg,PX023,,0,0,482cc82492399c285e9471e173bb2673
IMG0004290.jpg,near_duplicate_group_with_label_conflict,,NEAR071,0,0,eec8e196fecd076cc0df6f1305c02f8a
IMG0004294.jpg,exact_pixel_duplicate_of_IMG0003016.jpg,PX039,,0,0,834d6ab167a284fbacb48a73bd95b343
IMG0004295.jpg,exact_pixel_duplicate_of_IMG0003063.jpg,PX038,,0,0,7ea591c7b49d96da5957a74777fa2829
IMG0004296.jpg,exact_pixel_duplicate_of_IMG0003064.jpg,PX016,,0,0,2c25506f988cb41f302b02ddc1b75377
IMG0004299.jpg,exact_pixel_duplicate_of_IMG0003060.jpg,PX032,,0,0,64d9424ce329a2d6e1e830dd8ef13da7
IMG0004302.jpg,exact_pixel_duplicate_of_IMG0003052.jpg,PX057,,0,0,bdf0ac006d2639be778dc7a4fc7fe7ef
IMG0004307.jpg,exact_pixel_duplicate_of_IMG0003045.jpg,PX009,,0,0,1d9821ee31d4dea8270ce754a0b33fd1
IMG0004310.jpg,exact_pixel_duplicate_of_IMG0003040.jpg,PX002,,0,0,2cf5217566a30971c6255793f6031249
IMG0004314.jpg,exact_pixel_duplicate_with_label_conflict,PX003,,0,0,52d4bb8516e68543bb79981a4701cea4
IMG0004320.jpg,exact_pixel_duplicate_of_IMG0003020.jpg,PX046,,1,1,9687f9dedd03e3b9514916febaadbf17
IMG0004341.jpg,exact_pixel_duplicate_with_label_conflict,PX003,,0,0,52d4bb8516e68543bb79981a4701cea4
IMG0004346.jpg,exact_pixel_duplicate_of_IMG0003040.jpg,PX002,,0,0,2cf5217566a30971c6255793f6031249
IMG0004347.jpg,exact_pixel_duplicate_of_IMG0004308.jpg,PX042,,0,0,88e182f1241f484025f30209edccaa7a
IMG0004374.jpg,exact_pixel_duplicate_of_IMG0004044.jpg,PX050,,1,1,a0fcd5776c5cbae83913d258597a32fa
IMG0004375.jpg,exact_pixel_duplicate_of_IMG0004042.jpg,PX044,,1,1,9205e87611dbe1c57706ed0874dcdc4a
IMG0004376.jpg,exact_pixel_duplicate_of_IMG0004043.jpg,PX008,,1,1,1cc094dbc58d0e1647f15a54fa19f268
